,ARSON,BURGLARY,COUNTY,FAMILY,GANG,INSTITUTIONAL,MULT_VICTIMS,RAPE,ROBBERY,SNIPER,YEAR
1101,0,0,101,43,2,0,32,0,53,0,2014
1102,0,4,101,39,17,0,41,0,80,0,2013
1103,0,1,101,42,0,0,43,0,79,0,2012
1104,0,3,101,34,10,0,28,0,66,0,2011
1105,1,10,101,49,11,0,42,7,78,0,2010
1106,4,12,101,48,8,0,37,5,72,0,2009
1107,1,2,101,40,16,0,36,1,103,0,2008
1108,1,8,101,35,3,0,47,3,93,0,2007
1109,0,1,101,34,0,0,51,0,129,0,2006
1110,0,0,78,3,0,0,8,0,0,0,2015
1111,0,0,78,9,0,1,2,0,3,0,2014
1112,0,0,78,2,0,0,2,0,0,0,2013
1113,0,0,78,3,0,0,2,0,0,0,2012
1114,0,0,78,1,0,0,8,0,0,0,2011
1115,0,1,78,5,0,0,5,0,3,0,2010
1116,0,0,78,7,0,0,11,0,0,0,2009
1117,0,1,78,3,2,0,4,0,2,0,2008
1118,0,1,78,5,0,0,3,0,1,0,2007
1119,0,0,78,8,0,0,3,0,1,0,2006
1120,0,0,79,19,0,0,14,0,4,0,2015
1121,0,0,79,10,3,1,17,0,14,0,2014
1122,0,1,79,22,0,0,10,0,10,0,2013
1123,0,3,79,21,0,0,12,0,1,0,2012
1124,0,0,79,22,0,0,8,0,2,0,2011
1125,0,0,79,24,0,1,19,0,4,0,2010
1126,0,1,79,12,2,0,13,0,12,0,2009
1127,0,0,79,22,0,0,14,0,1,0,2008
1128,0,0,79,22,1,0,11,0,15,0,2007
1129,0,3,79,24,0,0,26,0,9,0,2006
1130,0,2,82,25,3,0,34,0,0,0,2015
1131,0,2,82,39,1,0,45,1,5,0,2014
1132,0,0,82,25,0,0,24,0,2,0,2013
1133,0,2,82,21,1,2,46,0,2,0,2012
1134,0,0,82,28,2,1,28,0,5,0,2011
1135,0,3,82,19,0,0,25,0,2,0,2010
1136,0,0,82,29,4,0,28,0,6,0,2009
1137,0,0,82,23,0,0,39,0,6,0,2008
1138,0,0,82,20,7,0,51,0,4,0,2007
1139,0,0,82,27,0,1,71,0,5,0,2006
1140,0,0,84,7,0,0,0,0,0,0,2015
1141,0,0,84,9,0,0,8,0,0,0,2014
1142,0,0,84,7,0,0,4,0,7,0,2013
1143,0,0,84,4,0,0,1,0,1,0,2012
1144,0,0,84,8,0,0,3,0,4,0,2011
1145,0,1,84,8,0,0,2,0,0,0,2010
1146,0,0,84,7,0,0,4,0,0,0,2009
1147,0,2,84,7,0,0,1,0,6,0,2008
1148,0,0,84,2,0,0,5,0,6,0,2007
1149,0,0,84,0,0,0,4,0,3,0,2006
1150,0,0,68,3,0,0,8,0,0,0,2015
1151,0,0,68,2,0,0,1,0,0,0,2014
1152,0,0,68,2,0,0,2,0,0,0,2013
1153,0,3,68,4,0,0,5,0,0,0,2012
1154,0,0,68,5,0,0,3,0,1,0,2011
1155,0,0,68,2,0,0,1,0,2,0,2010
1156,0,0,68,1,0,0,1,0,2,0,2009
1157,0,0,68,3,0,0,3,0,0,0,2008
1158,0,0,68,2,0,0,3,0,0,0,2007
1159,0,0,68,3,0,0,2,0,0,0,2006
1160,0,0,88,3,0,0,4,0,0,0,2015
1161,0,0,88,0,0,0,1,0,0,0,2014
1162,0,0,88,1,0,0,1,0,2,0,2013
1163,0,0,88,0,0,0,0,0,0,0,2012
1164,0,0,88,1,0,0,0,0,1,0,2011
1165,0,0,88,2,0,0,1,0,0,0,2010
1166,0,0,88,0,0,0,1,0,0,0,2009
1167,0,0,88,1,0,0,0,0,0,0,2008
1168,0,0,88,1,0,0,1,0,0,0,2007
1169,0,0,88,0,0,0,0,0,1,0,2006
1170,0,0,90,4,0,0,2,0,2,0,2015
1171,0,1,90,2,0,0,1,0,0,0,2014
1172,0,0,90,5,0,0,4,0,0,0,2013
1173,0,0,90,3,0,0,4,0,0,0,2012
1174,0,0,90,4,0,0,0,0,4,0,2011
1175,0,0,90,3,0,0,1,0,3,0,2010
1176,0,0,90,5,0,0,8,0,5,0,2009
1177,0,0,90,3,0,0,3,0,2,0,2008
1178,0,0,90,2,0,0,3,0,0,0,2007
1179,0,0,90,4,0,0,0,0,0,0,2006
1180,0,3,81,3,0,0,4,0,0,0,2015
1181,0,1,81,3,1,0,1,0,0,0,2014
1182,0,2,81,5,0,0,1,0,2,0,2013
1183,0,0,81,4,0,0,1,0,0,0,2012
1184,0,1,81,5,0,0,3,0,0,0,2011
1185,0,1,81,5,0,0,0,0,3,0,2010
1186,0,0,81,8,0,0,3,0,0,0,2009
1187,0,0,81,5,0,0,3,0,0,0,2008
1188,0,0,81,2,0,0,2,0,1,0,2007
1189,0,0,81,5,0,0,1,0,0,0,2006
1190,0,0,103,0,0,0,1,0,0,0,2015
1191,0,0,103,0,0,0,0,0,0,0,2014
1192,0,0,103,2,0,0,0,0,0,0,2013
1193,0,0,103,1,0,0,0,0,0,0,2012
1194,0,0,103,0,0,0,0,0,0,0,2011
1195,0,0,103,0,0,0,1,1,2,0,2010
1196,0,0,103,0,0,0,0,0,0,0,2009
1197,0,0,103,0,0,0,0,0,0,0,2008
1198,0,0,103,0,0,0,0,0,0,0,2007
1199,0,0,103,1,0,0,0,0,0,0,2006
1200,0,0,105,2,2,0,3,0,0,0,2015
1201,0,0,105,2,0,0,2,0,0,0,2014
1202,0,0,105,5,0,0,4,0,0,0,2013
1203,0,0,105,4,0,0,2,0,0,0,2012
1204,0,0,105,4,0,0,0,0,0,0,2011
1205,0,0,105,4,0,0,2,0,0,0,2010
1206,0,0,105,2,1,0,6,0,0,0,2009
1207,0,0,105,2,0,0,2,0,0,0,2008
1208,0,0,105,1,1,0,2,0,0,0,2007
1209,0,0,105,2,4,0,4,0,0,0,2006
1210,0,0,93,2,0,0,0,0,2,0,2015
1211,0,0,93,2,0,0,0,0,2,0,2014
1212,0,0,93,1,0,0,0,0,0,0,2013
1213,0,0,93,0,0,0,1,0,0,0,2012
1214,0,0,93,1,0,0,1,0,0,0,2011
1215,0,0,93,4,0,0,1,0,0,0,2010
1216,0,2,93,1,0,0,1,0,1,0,2009
1217,0,0,93,4,0,0,0,0,0,0,2008
1218,0,0,93,2,0,0,0,0,0,0,2007
1219,0,0,93,2,0,0,2,0,0,0,2006
1220,0,0,98,2,0,0,3,0,0,0,2015
1221,0,0,98,3,0,0,0,0,0,0,2014
1222,0,0,98,1,0,0,1,0,0,0,2013
1223,0,0,98,2,0,0,3,0,1,0,2012
1224,0,0,98,3,0,0,1,0,0,0,2011
1225,0,0,98,1,0,0,1,0,0,0,2010
1226,0,0,98,1,0,1,1,0,0,0,2009
1227,0,0,98,0,0,0,1,0,0,0,2008
1228,0,0,98,3,0,0,0,0,0,0,2007
1229,0,0,98,1,0,0,1,0,0,0,2006
1230,0,0,109,3,0,0,0,0,1,0,2015
1231,0,0,109,2,0,0,1,0,0,0,2014
1232,0,0,109,0,0,0,0,0,0,0,2013
1233,0,0,109,2,0,0,1,0,0,0,2012
1234,0,0,109,4,0,0,0,0,0,0,2011
1235,0,0,109,0,0,0,0,0,2,0,2010
1236,0,1,109,1,0,0,0,0,0,0,2009
1237,0,0,109,0,0,0,0,0,0,0,2008
1238,0,0,109,1,0,0,1,0,0,0,2007
1239,0,0,109,1,0,0,0,0,1,0,2006
1240,0,0,118,0,0,0,0,0,0,0,2015
1241,0,0,118,0,0,0,0,0,0,0,2014
1242,0,0,118,0,0,0,1,0,0,0,2013
1243,0,0,118,0,0,0,0,0,0,0,2012
1244,0,0,118,0,0,0,0,0,0,0,2011
1245,0,0,118,1,0,0,0,0,0,0,2010
1246,0,0,118,0,0,0,0,0,0,0,2009
1247,0,0,118,0,0,0,0,0,0,0,2008
1248,0,0,118,0,0,0,0,0,0,0,2007
1249,0,0,118,0,0,0,0,0,0,0,2006
1250,0,0,120,0,0,0,1,0,0,0,2015
1251,0,0,120,1,0,0,0,0,0,0,2014
1252,0,0,120,0,0,0,0,0,0,0,2013
1253,0,0,120,0,0,0,0,0,0,0,2012
1254,0,0,120,0,0,0,0,0,0,0,2011
1255,0,0,120,0,0,0,1,0,0,0,2010
1256,0,0,120,1,0,0,0,0,0,0,2009
1257,0,0,120,0,0,0,0,0,0,0,2008
1258,0,0,120,0,0,0,0,0,0,0,2007
1259,0,0,120,0,0,0,0,0,0,0,2006
1260,0,0,55,20,12,0,8,0,42,0,2015
1261,0,2,55,17,7,0,7,1,14,0,2014
1262,1,3,55,24,11,0,4,0,29,0,2013
1263,0,3,55,16,12,0,18,0,21,0,2012
1264,1,1,55,18,4,0,14,0,9,0,2011
1265,0,2,55,12,8,0,14,0,4,1,2010
1266,0,0,55,24,15,0,15,0,11,0,2009
1267,0,2,55,16,9,0,10,0,14,1,2008
1268,0,3,55,12,6,0,7,0,19,0,2007
1269,0,1,55,16,10,0,13,0,10,0,2006
1270,0,0,80,3,0,0,2,0,0,0,2015
1271,0,0,80,3,0,0,4,0,1,0,2014
1272,0,0,80,2,0,0,3,0,0,0,2013
1273,0,0,80,0,0,0,0,0,0,0,2012
1274,0,0,80,1,0,0,3,0,0,0,2011
1275,0,1,80,3,0,0,3,0,0,0,2010
1276,0,0,80,5,0,0,2,0,0,0,2009
1277,0,0,80,3,0,0,0,0,0,0,2008
1278,0,0,80,1,0,0,2,0,0,0,2007
1279,0,0,80,3,0,0,0,0,3,0,2006
1280,0,0,83,0,0,0,2,0,0,0,2015
1281,0,0,83,4,0,0,2,0,0,0,2014
1282,0,0,83,4,0,0,1,0,0,0,2013
1283,0,0,83,1,0,0,4,0,0,0,2012
1284,0,1,83,1,0,0,5,0,0,0,2011
1285,0,0,83,3,0,0,1,0,0,0,2010
1286,0,1,83,6,0,0,1,0,0,0,2009
1287,0,0,83,2,0,0,3,0,0,0,2008
1288,0,0,83,2,0,0,0,0,0,0,2007
1289,0,0,83,3,0,0,0,0,1,0,2006
1290,0,0,65,3,0,0,5,0,0,0,2015
1291,0,0,65,5,0,0,8,0,0,0,2014
1292,0,1,65,2,2,0,6,0,0,0,2013
1293,0,0,65,4,0,0,2,0,2,0,2012
1294,0,0,65,6,0,0,6,0,0,0,2011
1295,0,0,65,2,0,0,3,0,0,0,2010
1296,0,0,65,4,0,0,2,0,0,0,2009
1297,0,0,65,2,0,0,4,0,1,0,2008
1298,0,0,65,2,0,0,3,0,2,0,2007
1299,0,0,65,3,0,0,0,0,0,0,2006
1300,0,0,86,3,0,0,1,0,0,0,2015
1301,0,0,86,1,0,0,2,0,0,0,2014
1302,0,1,86,1,0,0,3,0,0,0,2013
1303,0,0,86,1,0,0,2,0,0,0,2012
1304,0,0,86,0,0,0,0,0,0,0,2011
1305,0,0,86,0,0,0,3,0,0,0,2010
1306,0,0,86,1,0,0,1,0,0,0,2009
1307,0,0,86,2,0,0,3,0,0,0,2008
1308,0,0,86,1,0,0,0,0,0,0,2007
1309,0,0,86,2,0,0,0,0,0,0,2006
1310,0,0,96,1,0,0,0,0,0,0,2015
1311,0,0,96,2,0,0,1,0,0,0,2014
1312,0,0,96,0,0,0,2,0,0,0,2013
1313,0,0,96,2,0,0,4,0,0,0,2012
1314,0,0,96,3,0,0,5,0,0,0,2011
1315,0,0,96,3,0,0,2,0,0,0,2010
1316,0,0,96,3,0,0,2,0,0,0,2009
1317,0,0,96,3,0,0,1,0,0,0,2008
1318,1,0,96,2,0,0,1,0,0,0,2007
1319,0,0,96,0,0,0,1,0,0,0,2006
1320,0,0,205,1,0,0,0,0,2,0,2015
1321,0,0,205,0,2,0,0,0,0,0,2014
1322,0,0,205,1,0,0,0,0,0,0,2013
1323,0,0,205,1,0,0,0,0,0,0,2012
1324,0,0,205,1,0,0,0,0,0,0,2011
1325,0,0,205,1,0,0,0,0,0,0,2010
1326,0,0,205,0,2,0,0,0,0,0,2009
1327,0,0,205,0,0,0,0,0,0,0,2008
1328,0,0,205,3,0,0,1,0,0,0,2007
1329,0,0,205,0,0,0,0,0,0,0,2006
1330,0,0,102,1,0,0,0,0,0,0,2015
1331,0,0,102,2,0,0,5,0,0,0,2014
1332,0,0,102,2,0,0,0,0,0,0,2013
1333,0,0,102,0,0,0,0,0,1,0,2012
1334,0,0,102,0,0,0,0,0,5,0,2011
1335,0,0,102,1,0,0,1,0,0,0,2010
1336,0,0,102,0,0,0,0,0,3,0,2009
1337,0,0,102,1,0,0,0,0,0,0,2008
1338,0,0,102,2,0,0,0,0,0,0,2007
1339,0,0,102,4,0,0,0,0,0,0,2006
1340,0,0,108,4,0,0,12,0,2,0,2015
1341,0,0,108,3,0,0,12,0,1,0,2014
1342,0,0,108,3,0,0,2,0,3,0,2013
1343,0,3,108,1,1,0,4,0,3,0,2012
1344,0,1,108,3,0,0,4,0,3,0,2011
1345,0,3,108,5,3,0,5,0,2,0,2010
1346,0,2,108,4,0,0,3,0,9,0,2009
1347,0,4,108,8,0,0,6,0,3,0,2008
1348,0,0,108,9,1,0,7,0,2,0,2007
1349,0,1,108,2,0,0,7,0,5,0,2006
1350,0,0,112,0,0,0,0,0,0,0,2015
1351,0,0,112,0,0,0,0,0,2,0,2014
1352,0,0,112,1,0,0,0,0,0,0,2013
1353,0,0,112,1,0,0,0,0,0,0,2012
1354,0,0,112,0,0,0,1,0,2,0,2011
1355,0,0,112,2,0,0,0,0,0,0,2010
1356,0,0,112,0,0,0,0,0,0,0,2009
1357,0,0,112,0,0,0,0,0,0,0,2008
1358,0,0,112,0,0,0,0,0,0,0,2007
1359,0,0,112,0,0,0,0,0,0,0,2006
1360,0,0,119,0,0,0,0,0,0,0,2015
1361,0,0,119,0,0,0,0,0,0,0,2014
1362,0,0,119,0,0,0,0,0,0,0,2013
1363,0,0,119,0,0,0,0,0,0,0,2012
1364,0,0,119,0,0,0,0,0,0,0,2011
1365,0,0,119,0,0,0,0,0,0,0,2010
1366,0,0,119,0,0,0,0,0,0,0,2009
1367,0,0,119,0,0,0,0,0,0,0,2008
1368,0,0,119,0,0,0,0,0,0,0,2007
1369,0,0,119,1,0,0,0,0,0,0,2006
1370,0,0,123,5,0,0,0,0,6,0,2015
1371,0,0,123,4,0,0,6,0,0,0,2014
1372,0,0,123,6,0,0,10,0,2,0,2013
1373,0,0,123,4,0,0,2,0,2,0,2012
1374,0,0,123,4,0,0,2,0,1,0,2011
1375,0,0,123,3,0,0,0,0,4,0,2010
1376,0,0,123,2,0,0,1,0,0,0,2009
1377,0,0,123,4,0,0,0,0,1,0,2008
1378,0,0,123,1,0,0,0,0,1,0,2007
1379,0,0,123,3,0,0,2,0,3,0,2006
1380,0,0,128,0,0,0,0,0,0,0,2015
1381,0,0,128,0,0,0,0,0,0,0,2014
1382,0,0,128,0,0,0,0,0,0,0,2013
1383,0,0,128,0,0,0,0,0,0,0,2012
1384,0,0,128,0,0,0,0,0,0,0,2011
1385,0,0,128,0,0,0,0,0,0,0,2010
1386,0,0,128,1,0,0,0,0,0,0,2009
1387,0,0,128,0,0,0,0,0,0,0,2008
1388,0,0,128,0,0,0,0,0,0,0,2007
1389,0,0,128,0,0,0,0,0,0,0,2006
1390,0,0,133,2,0,0,0,0,0,0,2015
1391,0,0,133,0,0,0,0,0,0,0,2014
1392,0,0,133,2,0,0,0,0,0,0,2013
1393,0,0,133,1,0,0,0,0,0,0,2012
1394,0,1,133,2,0,0,0,0,0,0,2011
1395,0,0,133,1,0,0,0,0,0,0,2010
1396,0,0,133,2,0,0,0,0,0,0,2009
1397,0,0,133,0,0,0,1,0,0,0,2008
1398,0,0,133,0,0,0,0,0,0,0,2007
1399,0,0,133,0,0,0,1,0,0,0,2006
1400,0,0,139,0,0,0,0,0,0,0,2015
1401,0,0,139,3,0,0,0,0,0,0,2014
1402,0,0,139,2,0,0,1,0,4,0,2013
1403,0,0,139,2,0,0,0,0,0,0,2012
1404,0,0,139,2,0,0,0,0,0,0,2011
1405,0,0,139,0,0,0,0,0,0,0,2010
1406,0,0,139,0,0,0,0,0,0,0,2009
1407,0,0,139,0,0,0,0,0,1,0,2008
1408,0,0,139,0,0,0,0,0,0,0,2007
1409,0,0,139,1,0,0,0,0,0,0,2006
1410,0,0,143,1,0,0,0,0,0,0,2015
1411,0,0,143,0,0,0,0,0,0,0,2014
1412,0,0,143,1,0,0,0,0,0,0,2013
1413,0,0,143,0,0,0,0,0,0,0,2012
1414,0,0,143,0,0,0,0,0,0,0,2011
1415,0,0,143,0,0,0,0,0,0,0,2010
1416,0,0,143,0,0,0,0,0,4,0,2009
1417,0,0,143,1,0,0,0,0,0,0,2008
1418,0,0,143,0,0,0,0,0,0,0,2007
1419,0,0,143,0,0,0,1,0,0,0,2006
1420,0,0,152,4,0,0,2,0,0,0,2015
1421,0,0,152,3,0,0,0,0,0,0,2014
1422,0,0,152,0,1,0,1,0,0,0,2013
1423,0,0,152,2,0,0,1,1,1,0,2012
1424,0,0,152,2,0,0,0,0,4,0,2011
1425,0,0,152,2,0,0,0,0,1,0,2010
1426,0,0,152,0,0,0,1,0,0,0,2009
1427,0,0,152,2,0,0,0,0,0,0,2008
1428,0,1,152,2,0,0,0,0,0,0,2007
1429,0,0,152,2,0,0,1,0,0,0,2006
1430,0,0,161,0,0,0,0,0,0,0,2015
1431,0,0,161,0,0,0,1,0,0,0,2014
1432,0,0,161,1,0,0,0,0,0,0,2013
1433,0,0,161,0,0,0,0,0,0,0,2012
1434,0,0,161,0,0,0,1,0,0,0,2011
1435,0,0,161,0,0,0,0,0,1,0,2010
1436,0,0,161,1,0,0,0,0,0,0,2009
1437,0,0,161,0,0,0,0,0,1,0,2008
1438,0,0,161,1,0,0,0,0,0,0,2007
1439,0,0,161,0,0,0,1,0,0,0,2006
1440,0,0,162,1,0,0,0,0,0,0,2015
1441,0,0,162,0,0,0,0,0,0,0,2014
1442,0,0,162,2,0,0,0,0,0,0,2013
1443,0,0,162,0,0,0,1,0,0,0,2012
1444,0,0,162,0,0,0,2,0,0,0,2011
1445,0,0,162,0,0,0,0,0,0,0,2010
1446,0,0,162,0,0,0,0,0,0,0,2009
1447,0,0,162,0,0,0,0,0,0,0,2008
1448,0,0,162,0,1,0,0,0,0,0,2007
1449,0,0,162,0,0,0,0,0,0,0,2006
1450,0,0,163,0,0,0,0,0,1,0,2015
1451,0,0,163,1,0,0,0,0,0,0,2014
1452,0,0,163,0,0,0,0,0,0,0,2013
1453,0,0,163,0,0,0,0,0,0,0,2012
1454,0,0,163,1,0,0,0,0,0,0,2011
1455,0,0,163,0,0,0,0,0,0,0,2010
1456,0,0,163,0,0,0,1,0,0,0,2009
1457,0,0,163,0,0,0,0,0,0,0,2008
1458,0,0,163,0,0,0,0,0,0,0,2007
1459,0,0,163,1,0,0,0,0,0,0,2006
1460,0,0,165,3,0,0,3,0,2,0,2015
1461,0,0,165,3,0,0,0,0,0,0,2014
1462,0,1,165,1,0,0,0,0,0,0,2013
1463,0,0,165,1,0,0,1,0,0,0,2012
1464,0,0,165,1,0,0,0,0,0,0,2011
1465,0,0,165,1,0,0,0,0,0,0,2010
1466,0,0,165,1,0,0,0,0,0,0,2009
1467,0,0,165,1,1,0,0,0,0,0,2008
1468,0,0,165,0,0,0,1,0,0,0,2007
1469,0,0,165,1,0,0,3,0,0,0,2006
1470,0,0,166,0,0,0,0,0,0,0,2015
1471,0,0,166,1,0,0,0,0,0,0,2014
1472,0,0,166,0,0,0,1,0,0,0,2013
1473,0,0,166,1,0,0,0,0,0,0,2012
1474,0,0,166,1,0,0,0,0,2,0,2011
1475,0,0,166,0,0,0,0,0,0,0,2010
1476,0,0,166,0,0,0,0,0,0,0,2009
1477,0,0,166,0,0,0,0,0,0,0,2008
1478,0,0,166,0,0,0,0,0,0,0,2007
1479,0,0,166,0,0,0,0,0,0,0,2006
1480,0,0,168,0,0,0,0,0,0,0,2015
1481,0,0,168,0,0,0,0,0,0,0,2014
1482,0,0,168,0,0,0,0,0,0,0,2013
1483,0,0,168,0,0,0,0,0,0,0,2012
1484,0,0,168,0,0,0,0,0,0,0,2011
1485,0,0,168,0,0,0,0,0,0,0,2010
1486,0,0,168,0,0,0,1,0,0,0,2009
1487,0,0,168,0,0,0,0,0,0,0,2008
1488,0,0,168,0,0,0,0,0,0,0,2007
1489,0,0,168,0,0,0,0,0,0,0,2006
1490,0,0,170,3,0,0,0,0,0,0,2015
1491,0,0,170,3,0,0,1,0,1,0,2014
1492,0,0,170,2,0,0,3,0,0,0,2013
1493,0,0,170,3,0,0,1,0,1,0,2012
1494,1,0,170,2,0,0,1,0,0,0,2011
1495,2,0,170,5,0,0,0,0,0,0,2010
1496,0,0,170,2,0,0,1,0,0,0,2009
1497,0,0,170,3,0,0,1,0,0,0,2008
1498,0,0,170,6,0,0,0,0,3,0,2007
1499,0,0,170,3,0,0,4,0,2,0,2006
1500,0,0,171,0,0,0,0,0,0,0,2015
1501,0,0,171,0,0,0,0,0,0,0,2014
1502,0,0,171,0,0,0,0,0,0,0,2013
1503,0,0,171,1,0,0,0,0,0,0,2012
1504,0,0,171,0,0,0,0,0,0,0,2011
1505,0,0,171,0,0,0,1,0,0,0,2010
1506,0,0,171,0,0,0,0,0,0,0,2009
1507,0,0,171,0,0,0,0,0,0,0,2008
1508,0,0,171,0,0,0,0,0,0,0,2007
1509,0,0,171,0,0,0,0,0,0,0,2006
1510,0,0,172,1,0,0,0,0,0,0,2015
1511,0,0,172,0,0,0,0,0,0,0,2014
1512,0,0,172,0,0,0,0,0,0,0,2013
1513,0,0,172,0,0,0,0,0,0,0,2012
1514,0,0,172,0,0,0,0,0,0,0,2011
1515,0,0,172,0,0,0,0,0,0,0,2010
1516,0,0,172,0,0,0,0,0,0,0,2009
1517,0,0,172,0,0,0,0,0,1,0,2008
1518,0,0,172,0,0,0,0,0,0,0,2007
1519,0,0,172,0,0,0,0,0,0,0,2006
1520,0,0,174,1,0,0,0,0,0,0,2015
1521,0,0,174,0,0,0,1,0,0,0,2014
1522,0,0,174,1,0,0,0,0,0,0,2013
1523,0,0,174,0,0,0,0,0,0,0,2012
1524,0,0,174,0,0,0,0,0,0,0,2011
1525,0,0,174,0,0,0,1,0,0,0,2010
1526,0,0,174,3,0,0,0,0,4,0,2009
1527,0,0,174,1,0,0,0,0,0,0,2008
1528,0,0,174,0,0,0,4,0,0,0,2007
1529,0,0,174,1,0,0,0,0,0,0,2006
1530,0,0,178,4,1,0,3,0,3,0,2015
1531,0,0,178,5,0,0,5,0,3,0,2014
1532,0,0,178,5,0,0,0,0,2,0,2013
1533,0,2,178,4,0,0,0,0,4,0,2012
1534,0,0,178,1,0,0,3,0,0,0,2011
1535,0,0,178,1,0,0,1,0,0,0,2010
1536,0,0,178,2,0,0,2,0,1,0,2009
1537,0,0,178,4,0,0,1,0,0,0,2008
1538,0,0,178,3,0,0,1,0,1,0,2007
1539,0,0,178,1,0,0,2,0,1,0,2006
1540,0,0,181,1,0,0,1,0,0,0,2015
1541,0,0,181,0,0,0,0,0,0,0,2014
1542,0,0,181,3,0,0,0,0,0,0,2013
1543,0,0,181,1,0,0,0,0,0,0,2012
1544,0,0,181,0,0,0,0,0,0,0,2011
1545,0,0,181,0,0,0,0,0,1,0,2010
1546,0,0,181,1,0,0,1,0,0,0,2009
1547,0,0,181,0,0,0,0,0,0,0,2008
1548,0,0,181,1,0,0,0,0,0,0,2007
1549,0,0,181,0,0,0,0,0,0,0,2006
1550,0,0,183,1,0,0,0,0,0,0,2015
1551,0,0,183,1,0,0,0,0,0,0,2014
1552,0,0,183,0,0,0,0,0,0,0,2013
1553,0,0,183,0,0,0,0,0,0,0,2012
1554,0,0,183,0,0,0,0,0,0,0,2011
1555,0,0,183,2,0,0,0,0,0,0,2010
1556,0,0,183,0,0,0,0,0,0,0,2009
1557,0,0,183,1,0,0,0,0,0,0,2008
1558,0,0,183,0,0,0,1,0,0,0,2007
1559,0,0,183,2,0,0,0,0,0,0,2006
1560,0,0,184,0,0,0,1,0,0,0,2015
1561,0,0,184,0,0,0,0,0,0,0,2014
1562,0,0,184,2,0,0,1,0,0,0,2013
1563,0,0,184,0,0,0,0,0,0,0,2012
1564,0,0,184,0,0,0,1,0,0,0,2011
1565,0,0,184,2,0,0,1,0,0,0,2010
1566,0,0,184,0,0,0,0,0,0,0,2009
1567,0,0,184,0,0,0,0,0,0,0,2008
1568,0,0,184,0,0,0,1,0,0,0,2007
1569,0,0,184,1,0,0,0,0,0,0,2006
1570,0,0,185,0,0,0,0,0,0,0,2015
1571,0,0,185,0,0,0,0,0,0,0,2014
1572,0,0,185,0,0,0,0,0,0,0,2013
1573,0,0,185,0,0,0,0,0,0,0,2012
1574,0,0,185,0,0,0,0,0,0,0,2011
1575,0,0,185,0,0,0,0,0,0,0,2010
1576,0,0,185,0,0,0,0,0,0,0,2009
1577,0,0,185,0,0,0,0,0,0,0,2008
1578,0,0,185,0,0,0,0,0,0,0,2007
1579,0,0,185,0,0,0,0,0,0,0,2006
1580,0,0,186,0,0,0,0,0,0,0,2015
1581,0,0,186,0,0,0,0,0,0,0,2014
1582,0,0,186,0,0,0,0,0,0,0,2013
1583,0,0,186,1,0,0,0,0,0,0,2012
1584,0,0,186,1,0,0,0,0,0,0,2011
1585,0,0,186,1,0,0,0,0,0,0,2010
1586,0,0,186,0,0,0,0,0,0,0,2009
1587,0,1,186,0,0,0,0,0,0,0,2008
1588,0,0,186,1,0,0,0,0,0,0,2007
1589,0,0,186,0,0,0,0,0,0,0,2006
1590,0,0,187,1,0,0,0,0,0,0,2015
1591,0,0,187,0,0,0,0,0,0,0,2014
1592,0,0,187,0,0,0,0,0,0,0,2013
1593,0,0,187,0,0,0,0,0,0,0,2012
1594,0,0,187,1,0,0,0,0,0,0,2011
1595,0,0,187,1,0,0,1,0,0,0,2010
1596,0,0,187,0,0,0,0,0,1,0,2009
1597,0,0,187,1,0,0,0,0,0,0,2008
1598,0,0,187,0,0,0,0,0,0,0,2007
1599,0,0,187,0,0,0,0,0,0,0,2006
1600,0,0,188,6,0,0,3,0,0,0,2015
1601,0,0,188,2,0,0,1,0,0,0,2014
1602,0,0,188,2,0,0,0,0,0,0,2013
1603,0,0,188,2,0,0,1,0,0,0,2012
1604,0,0,188,1,6,0,1,0,0,0,2011
1605,0,0,188,6,2,0,0,0,0,0,2010
1606,0,0,188,0,0,0,3,0,1,0,2009
1607,0,0,188,1,0,0,2,0,0,0,2008
1608,0,0,188,1,0,0,5,0,0,0,2007
1609,0,0,188,0,0,0,3,0,0,0,2006
1610,0,0,191,0,0,0,0,0,0,0,2015
1611,0,0,191,0,0,0,0,0,0,0,2014
1612,0,0,191,0,0,0,0,0,0,0,2013
1613,0,0,191,0,0,0,0,0,0,0,2012
1614,0,0,191,0,0,0,0,0,0,0,2011
1615,0,0,191,0,0,0,0,0,0,0,2010
1616,0,0,191,0,0,0,1,0,0,0,2009
1617,0,0,191,0,0,0,0,0,0,0,2008
1618,0,0,191,0,0,0,0,0,0,0,2007
1619,0,0,191,0,0,0,0,0,0,0,2006
1620,0,0,194,0,0,0,0,0,0,0,2015
1621,0,0,194,0,0,0,0,0,0,0,2014
1622,0,0,194,0,0,0,0,0,0,0,2013
1623,0,0,194,0,0,0,0,0,0,0,2012
1624,0,0,194,0,0,0,0,0,0,0,2011
1625,0,0,194,0,0,0,0,0,0,0,2010
1626,0,0,194,0,0,0,0,0,0,0,2009
1627,0,0,194,0,0,0,0,0,0,0,2008
1628,0,0,194,0,0,0,0,0,0,0,2007
1629,0,0,194,0,0,0,0,0,0,0,2006
1630,0,0,195,0,0,0,1,0,0,0,2015
1631,0,0,195,0,0,0,0,0,0,0,2014
1632,0,0,195,0,0,0,0,0,0,0,2013
1633,0,0,195,1,0,0,0,0,0,0,2012
1634,0,0,195,0,0,0,0,0,0,0,2011
1635,0,0,195,0,0,0,0,0,0,0,2010
