,ARSON,BURGLARY,COUNTY,FAMILY,GANG,INSTITUTIONAL,MULT_VICTIMS,RAPE,ROBBERY,SNIPER,YEAR
548,0,0,41,8,0,0,15,0,1,0,2007
549,0,0,41,12,0,0,9,0,6,0,2006
550,0,0,45,8,0,0,7,0,4,0,2015
551,0,0,45,14,2,0,14,0,0,0,2014
552,0,2,45,12,0,0,16,0,5,0,2013
553,0,1,45,14,0,0,7,0,12,0,2012
554,0,0,45,14,0,0,11,0,4,0,2011
555,0,1,45,15,1,0,8,0,12,0,2010
556,0,6,45,15,1,0,13,0,16,0,2009
557,1,4,45,12,0,0,18,1,8,2,2008
558,2,2,45,13,2,0,17,1,15,0,2007
559,2,0,45,27,0,0,9,1,5,0,2006
560,1,1,48,12,0,0,31,0,4,0,2015
561,0,0,48,14,0,1,11,0,5,3,2014
562,0,5,48,17,0,0,18,0,1,0,2013
563,0,1,48,24,0,0,32,0,13,0,2012
564,0,0,48,18,0,2,26,0,11,0,2011
565,0,0,48,19,1,0,27,0,7,0,2010
566,0,2,48,18,0,0,19,0,15,0,2009
567,0,0,48,32,1,0,19,0,19,0,2008
568,1,4,48,28,1,0,19,0,21,0,2007
569,0,1,48,18,0,0,18,2,18,0,2006
570,0,0,49,14,0,0,21,0,16,1,2015
571,0,0,49,15,2,0,16,1,43,0,2014
572,0,2,49,20,2,0,9,2,42,2,2013
573,0,0,49,17,1,0,13,1,15,0,2012
574,0,0,49,9,0,0,16,0,20,0,2011
575,0,0,49,8,1,0,24,0,34,0,2010
576,0,0,49,16,0,0,6,0,30,0,2009
577,0,0,49,22,0,0,17,0,21,0,2008
578,0,0,49,23,0,0,15,0,26,0,2007
579,0,0,49,26,0,0,18,1,16,0,2006
580,0,0,50,13,0,0,13,0,5,0,2015
581,0,0,50,15,0,0,8,1,6,0,2014
582,0,0,50,15,0,0,9,0,6,0,2013
583,0,1,50,9,0,0,25,0,1,0,2012
584,0,0,50,13,0,0,7,0,5,0,2011
585,0,0,50,14,0,0,13,0,16,0,2010
586,0,1,50,15,0,0,20,0,2,0,2009
587,0,1,50,20,0,0,15,0,0,0,2008
588,0,1,50,12,0,0,33,0,2,0,2007
589,0,2,50,13,5,0,17,0,7,0,2006
590,0,0,51,23,4,0,11,0,30,0,2015
591,0,1,51,19,0,0,13,1,28,0,2014
592,0,0,51,20,0,0,14,0,41,0,2013
593,0,1,51,26,0,0,26,0,50,0,2012
594,0,2,51,25,0,0,28,0,50,0,2011
595,0,0,51,26,1,0,29,6,63,0,2010
596,0,1,51,36,0,0,14,0,43,0,2009
597,0,0,51,22,4,0,18,0,61,0,2008
598,0,1,51,33,0,0,23,0,65,0,2007
599,1,1,51,29,1,0,30,0,53,0,2006
600,0,1,52,10,0,0,10,0,1,0,2015
601,0,0,52,7,2,0,4,0,1,1,2014
602,0,2,52,5,0,0,7,0,1,0,2013
603,0,1,52,15,0,0,5,1,1,0,2012
604,0,1,52,8,0,1,7,0,4,0,2011
605,0,0,52,11,1,0,11,0,2,0,2010
606,0,2,52,13,3,0,6,0,2,0,2009
607,0,1,52,13,0,0,2,0,1,0,2008
608,0,3,52,6,0,0,9,0,4,0,2007
609,0,0,52,13,0,0,12,0,4,0,2006
610,0,0,53,3,0,0,1,0,8,0,2015
611,1,1,53,12,0,0,2,0,0,0,2014
612,0,0,53,8,0,0,6,0,2,0,2013
613,0,0,53,7,1,0,4,0,0,0,2012
614,0,0,53,6,3,0,3,0,3,0,2011
615,0,0,53,4,0,0,5,0,2,0,2010
616,0,0,53,3,2,0,4,0,2,0,2009
617,0,3,53,11,0,0,5,0,0,0,2008
618,0,0,53,6,0,0,4,0,6,0,2007
619,0,0,53,9,0,0,1,0,2,0,2006
620,0,2,56,10,1,1,9,0,20,0,2015
621,0,3,56,16,1,0,13,0,6,0,2014
622,0,1,56,14,0,0,8,0,4,0,2013
623,0,1,56,9,0,0,12,0,9,0,2012
624,0,0,56,9,0,0,12,0,3,0,2011
625,0,1,56,13,0,0,9,0,6,0,2010
626,0,0,56,18,0,0,25,0,13,0,2009
627,0,2,56,23,0,0,13,0,10,0,2008
628,0,1,56,14,1,0,12,0,14,0,2007
629,0,0,56,8,0,0,8,0,16,0,2006
630,0,0,57,30,7,1,15,0,26,0,2015
631,0,1,57,29,4,0,16,0,25,0,2014
632,0,5,57,30,0,0,27,0,47,0,2013
633,0,0,57,21,3,0,17,1,31,0,2012
634,1,4,57,24,0,0,33,0,40,0,2011
635,0,6,57,23,0,0,20,0,23,0,2010
636,0,5,57,19,0,0,35,0,52,0,2009
637,1,1,57,24,0,0,37,0,28,0,2008
638,0,0,57,26,0,0,30,0,40,0,2007
639,0,6,57,35,0,0,23,0,57,0,2006
640,1,2,59,2,0,0,2,0,0,0,2015
641,0,0,59,3,0,0,4,0,1,0,2014
642,0,1,59,3,0,0,2,0,0,0,2013
643,0,2,59,6,0,0,2,0,2,0,2012
644,0,0,59,4,0,0,1,0,1,0,2011
645,0,0,59,9,0,0,2,0,0,0,2010
646,0,0,59,5,0,0,1,0,1,0,2009
647,0,0,59,5,0,0,6,0,1,0,2008
648,0,0,59,7,0,0,0,0,0,0,2007
649,0,0,59,7,0,0,0,0,2,0,2006
650,0,3,62,8,5,0,9,0,4,0,2015
651,0,0,62,8,0,0,5,0,0,0,2014
652,0,0,62,11,0,0,4,0,1,0,2013
653,0,0,62,10,4,0,5,0,2,0,2012
654,0,0,62,5,0,0,3,0,1,0,2011
655,0,0,62,9,0,0,4,0,3,0,2010
656,0,0,62,7,0,0,6,0,3,0,2009
657,0,4,62,6,0,0,10,0,0,0,2008
658,0,0,62,9,0,0,5,0,2,0,2007
659,0,0,62,7,3,0,2,0,0,0,2006
660,0,0,6,17,2,0,19,0,2,0,2015
661,0,2,6,9,3,0,8,0,5,1,2014
662,0,0,6,12,0,0,16,0,1,0,2013
663,0,0,6,12,0,0,5,0,9,0,2012
664,0,2,6,21,0,0,9,0,4,0,2011
665,0,0,6,10,0,0,7,0,3,0,2010
666,0,4,6,18,3,0,6,0,2,0,2009
667,0,0,6,14,1,0,7,0,10,0,2008
668,0,0,6,15,3,0,9,0,1,0,2007
669,0,0,6,6,0,0,12,1,3,0,2006
670,0,0,300,3,0,0,3,0,1,0,2015
671,0,0,300,1,0,0,1,0,0,0,2014
672,0,0,300,4,0,0,4,0,0,0,2013
673,0,0,300,3,0,1,1,0,0,0,2012
674,0,1,300,2,0,1,5,0,0,0,2011
675,1,0,300,2,0,1,4,0,0,0,2010
676,1,0,300,2,0,0,1,0,0,0,2009
677,0,0,300,19,0,1,18,0,0,0,2008
678,0,1,300,15,0,0,11,0,0,0,2007
679,0,1,300,13,1,0,11,0,6,0,2006
680,0,0,25,20,0,3,24,0,6,0,2015
681,0,0,25,24,0,0,22,0,6,0,2014
682,0,6,25,20,0,0,27,0,9,0,2013
683,1,0,25,27,0,0,30,0,21,0,2012
684,0,8,25,18,5,0,32,0,27,0,2011
685,0,0,25,20,1,0,24,1,19,0,2010
686,1,1,25,31,6,0,31,0,13,0,2009
687,0,1,25,26,3,0,22,0,28,0,2008
688,0,0,25,27,0,0,20,0,18,0,2007
689,0,0,25,21,1,0,20,0,17,0,2006
690,0,0,67,14,3,1,11,0,3,0,2015
691,0,3,67,18,2,0,8,0,14,0,2014
692,0,2,67,11,0,0,11,0,2,0,2013
693,0,1,67,13,1,0,6,0,10,0,2012
694,0,1,67,9,0,1,9,0,9,0,2011
695,0,0,67,12,0,0,5,0,7,0,2010
696,0,1,67,19,2,0,14,0,0,0,2009
697,0,0,67,12,0,0,7,0,0,0,2008
698,1,1,67,5,0,0,7,0,12,0,2007
699,0,0,67,15,2,0,8,0,7,1,2006
700,0,0,69,3,0,0,1,0,0,0,2015
701,0,0,69,4,1,0,3,0,0,0,2014
702,0,0,69,3,0,0,1,0,1,0,2013
703,0,3,69,2,1,0,0,0,3,0,2012
704,0,0,69,4,0,0,0,0,0,0,2011
705,0,0,69,2,0,0,0,0,3,0,2010
706,0,0,69,2,2,0,4,0,2,0,2009
707,0,0,69,0,0,0,2,0,1,0,2008
708,0,0,69,4,0,0,1,1,0,0,2007
709,0,0,69,3,0,0,0,0,3,0,2006
710,0,0,71,16,1,0,4,0,0,0,2015
711,0,0,71,11,0,0,9,0,3,0,2014
712,0,0,71,7,2,0,5,0,10,0,2013
713,0,1,71,10,0,0,9,0,1,0,2012
714,0,1,71,8,2,0,6,0,1,0,2011
715,0,0,71,5,0,0,8,0,1,0,2010
716,1,0,71,7,0,0,2,0,6,0,2009
717,0,5,71,8,4,0,7,1,8,0,2008
718,0,0,71,4,0,0,8,0,3,0,2007
719,0,0,71,10,0,1,4,0,1,0,2006
720,0,0,74,4,4,0,5,0,0,0,2015
721,0,0,74,2,0,0,2,0,0,0,2014
722,0,0,74,6,0,0,3,0,2,0,2013
723,0,0,74,6,0,0,11,0,0,0,2012
724,0,0,74,2,0,0,1,0,0,0,2011
725,0,0,74,3,0,0,13,0,4,0,2010
726,0,0,74,3,0,0,4,0,0,0,2009
727,0,0,74,7,0,0,4,0,0,0,2008
728,0,0,74,2,0,0,2,0,0,0,2007
729,0,0,74,5,0,0,0,0,0,0,2006
730,0,0,75,4,0,0,1,1,2,0,2015
731,0,0,75,12,0,0,5,0,0,0,2014
732,0,0,75,5,2,0,2,0,0,0,2013
733,0,4,75,5,0,0,2,0,0,0,2012
734,0,0,75,6,0,0,0,0,2,0,2011
735,0,0,75,7,0,0,4,0,0,0,2010
736,0,2,75,5,0,0,2,0,0,0,2009
737,0,0,75,3,0,0,13,1,7,0,2008
738,0,0,75,1,0,0,2,0,0,0,2007
739,0,0,75,4,0,0,6,0,1,0,2006
740,0,0,76,6,4,0,1,0,2,0,2015
741,0,1,76,2,0,0,10,0,0,0,2014
742,0,0,76,4,0,0,4,0,2,0,2013
743,0,3,76,8,0,0,1,0,0,0,2012
744,0,1,76,5,0,0,4,0,9,0,2011
745,0,1,76,5,0,0,6,0,6,0,2010
746,0,0,76,8,0,0,6,0,0,0,2009
747,0,1,76,6,0,0,6,0,9,0,2008
748,0,1,76,8,0,0,3,0,4,0,2007
749,0,0,76,1,0,0,1,0,2,0,2006
750,0,0,77,13,0,0,26,0,5,0,2015
751,0,0,77,11,0,0,2,0,10,0,2014
752,0,0,77,10,2,0,17,1,17,0,2013
753,0,1,77,11,0,0,7,0,6,0,2012
754,0,1,77,4,0,0,4,0,8,0,2011
755,0,0,77,7,0,0,4,1,3,0,2010
756,0,0,77,7,0,0,6,0,3,0,2009
757,0,2,77,9,0,2,4,0,12,0,2008
758,0,8,77,5,0,0,2,1,5,0,2007
759,0,4,77,5,0,0,6,0,4,0,2006
760,0,0,85,2,0,0,1,0,3,0,2015
761,0,0,85,2,0,0,2,0,0,0,2014
762,0,0,85,1,0,0,3,0,0,0,2013
763,0,0,85,4,0,0,2,0,0,0,2012
764,0,0,85,2,0,0,5,0,0,0,2011
765,0,0,85,7,0,0,3,0,2,0,2010
766,0,0,85,2,0,0,2,0,0,0,2009
767,0,0,85,2,0,0,8,0,0,0,2008
768,0,0,85,2,0,0,1,0,0,0,2007
769,0,0,85,2,0,0,1,0,0,0,2006
770,0,0,87,8,1,0,4,0,0,0,2015
771,0,0,87,2,1,0,4,0,0,0,2014
772,0,0,87,3,8,0,5,0,3,0,2013
773,0,2,87,8,1,0,2,0,0,0,2012
774,0,0,87,8,3,0,3,0,2,0,2011
775,0,0,87,6,1,0,1,0,0,0,2010
776,0,0,87,4,9,0,3,0,0,0,2009
777,0,2,87,5,1,0,11,0,0,0,2008
778,0,0,87,7,14,0,1,0,3,0,2007
779,0,0,87,6,3,0,4,0,1,0,2006
780,0,0,89,5,1,0,5,0,0,0,2015
781,0,0,89,2,1,0,0,0,1,0,2014
782,0,1,89,1,0,0,4,0,1,0,2013
783,0,3,89,7,2,0,7,0,0,0,2012
784,0,0,89,2,1,0,2,0,0,0,2011
785,0,0,89,5,0,0,4,0,2,0,2010
786,0,0,89,5,0,0,4,0,3,0,2009
787,0,0,89,0,2,0,1,0,0,0,2008
788,0,0,89,4,0,0,3,1,0,0,2007
789,0,0,89,5,3,0,6,0,0,0,2006
790,0,0,91,5,0,0,1,0,0,0,2015
791,0,0,91,1,0,0,0,0,0,0,2014
792,0,0,91,3,0,0,5,0,1,0,2013
793,0,0,91,4,0,0,2,0,0,0,2012
794,0,0,91,3,0,0,2,0,0,0,2011
795,0,0,91,2,0,0,7,0,2,0,2010
796,0,0,91,2,0,0,0,0,0,0,2009
797,0,0,91,1,0,0,1,0,0,0,2008
798,0,1,91,1,0,0,2,0,0,0,2007
799,0,0,91,1,0,0,1,0,0,0,2006
800,0,0,92,8,1,0,3,0,0,0,2015
801,0,0,92,5,0,0,4,0,4,0,2014
802,0,5,92,8,1,0,4,0,12,0,2013
803,0,0,92,9,2,0,9,0,14,0,2012
804,0,0,92,12,3,0,4,0,3,0,2011
805,0,0,92,8,0,0,2,0,3,0,2010
806,0,0,92,13,2,0,8,0,8,0,2009
807,0,0,92,15,0,0,4,0,12,0,2008
808,0,0,92,7,0,0,4,0,2,0,2007
809,0,5,92,3,3,0,3,0,3,0,2006
810,0,1,94,5,0,0,0,0,0,0,2015
811,0,0,94,5,0,0,2,0,0,0,2014
812,0,0,94,2,0,0,0,0,1,0,2013
813,0,0,94,2,0,0,0,0,0,0,2012
814,0,0,94,2,0,0,1,0,0,0,2011
815,0,0,94,4,0,0,2,0,0,0,2010
816,0,0,94,4,0,0,0,0,0,0,2009
817,0,0,94,4,0,0,1,0,0,0,2008
818,0,0,94,4,0,0,0,0,1,0,2007
819,0,0,94,2,0,0,0,0,0,0,2006
820,0,2,95,6,2,0,3,0,12,1,2015
821,0,0,95,8,0,0,8,0,0,0,2014
822,0,2,95,7,0,0,2,0,5,0,2013
823,2,1,95,7,2,0,7,0,7,0,2012
824,0,0,95,4,1,0,6,0,10,0,2011
825,0,7,95,9,4,0,7,0,10,0,2010
826,0,1,95,7,0,0,6,0,9,0,2009
827,0,2,95,13,0,0,7,1,8,1,2008
828,0,0,95,9,1,0,4,0,3,0,2007
829,0,0,95,7,0,0,6,0,2,0,2006
830,0,0,97,7,0,0,3,0,0,0,2015
831,0,0,97,0,0,0,0,0,0,0,2014
832,0,1,97,0,0,0,3,0,0,0,2013
833,0,0,97,1,0,0,1,0,0,0,2012
834,0,0,97,0,0,0,0,0,0,0,2011
835,0,0,97,1,0,0,0,0,0,0,2010
836,0,0,97,0,0,0,1,0,0,0,2009
837,0,0,97,3,0,0,1,0,2,0,2008
838,0,0,97,0,0,0,1,0,0,0,2007
839,0,1,97,2,0,0,1,0,0,0,2006
840,0,0,99,0,0,0,0,0,0,0,2015
841,0,0,99,2,0,0,0,0,0,0,2014
842,0,0,99,1,0,0,0,0,0,0,2013
843,0,0,99,0,0,0,0,0,0,0,2012
844,0,0,99,1,0,0,0,0,0,0,2011
845,0,0,99,2,0,0,0,0,0,0,2010
846,0,0,99,2,0,0,0,0,1,0,2009
847,0,1,99,1,0,0,0,0,0,0,2008
848,0,0,99,0,0,0,1,0,0,0,2007
849,0,0,99,1,0,0,0,0,0,0,2006
850,0,0,100,1,0,0,1,0,5,0,2015
851,0,0,100,4,0,0,0,0,0,0,2014
852,0,0,100,4,0,0,0,0,0,0,2013
853,0,0,100,3,0,0,0,0,0,0,2012
854,0,0,100,2,0,0,4,0,1,0,2011
855,0,0,100,2,0,0,1,0,1,0,2010
856,0,1,100,3,0,0,1,0,1,0,2009
857,0,0,100,0,0,0,0,0,4,0,2008
858,0,0,100,1,0,0,0,0,0,0,2007
859,0,2,100,2,0,0,2,0,0,0,2006
860,0,0,104,0,0,0,0,0,0,0,2015
861,0,0,104,0,0,0,0,0,0,0,2014
862,0,0,104,1,0,0,0,0,0,0,2013
863,0,0,104,1,0,0,0,0,0,0,2012
864,0,0,104,0,0,0,1,0,0,0,2011
865,0,0,104,2,0,0,0,0,0,0,2010
866,0,0,104,0,0,0,0,0,0,0,2009
867,0,0,104,1,0,0,0,0,0,0,2008
868,0,0,104,0,0,0,0,0,0,0,2007
869,0,0,104,0,0,0,0,0,0,0,2006
870,0,0,106,0,0,0,2,0,6,0,2015
871,0,0,106,6,0,0,2,0,9,0,2014
872,0,2,106,3,0,0,1,0,10,0,2013
873,0,0,106,2,0,0,2,0,7,0,2012
874,0,0,106,1,0,0,1,0,4,0,2011
875,0,0,106,1,0,0,0,0,13,0,2010
876,0,0,106,1,0,0,2,0,4,0,2009
877,0,2,106,4,0,0,8,0,4,0,2008
878,0,0,106,3,0,0,1,0,9,0,2007
879,0,0,106,3,0,0,2,0,11,0,2006
880,0,0,107,3,5,0,2,0,7,0,2015
881,0,0,107,3,0,0,3,0,4,0,2014
882,0,0,107,2,0,0,1,0,0,0,2013
883,0,0,107,1,0,0,2,0,0,0,2012
884,1,0,107,1,0,0,0,0,4,0,2011
885,0,0,107,3,0,0,0,0,0,0,2010
886,0,0,107,5,0,0,1,0,7,0,2009
887,0,0,107,3,0,0,3,0,1,0,2008
888,0,0,107,5,0,0,2,0,1,0,2007
889,0,0,107,5,0,0,0,0,0,0,2006
890,0,0,110,2,0,0,0,0,0,0,2015
891,0,0,110,1,0,0,0,0,0,0,2014
892,0,0,110,1,0,0,0,0,0,0,2013
893,0,0,110,0,0,0,0,0,0,0,2012
894,0,0,110,1,0,0,0,0,0,0,2011
895,0,0,110,1,0,0,0,0,0,0,2010
896,0,0,110,0,0,0,1,0,0,0,2009
897,0,0,110,2,0,0,0,0,0,0,2008
898,0,0,110,0,0,0,0,0,0,0,2007
899,0,0,110,1,0,0,1,0,0,0,2006
900,0,0,111,1,0,0,0,0,0,3,2015
901,0,0,111,1,0,0,1,0,0,0,2014
902,0,0,111,1,0,0,0,0,0,0,2013
903,0,0,111,0,0,0,0,0,3,0,2012
904,0,0,111,1,0,0,0,0,0,0,2011
905,0,0,111,1,0,0,0,0,0,0,2010
906,0,0,111,1,0,0,1,0,0,0,2009
907,0,0,111,1,0,0,2,0,0,0,2008
908,0,0,111,0,0,0,0,0,0,0,2007
909,0,0,111,0,0,0,0,0,0,0,2006
910,0,0,113,0,0,0,0,0,0,0,2015
911,0,0,113,1,0,0,0,0,0,0,2014
912,0,0,113,0,0,0,0,0,0,0,2013
913,0,0,113,0,0,0,0,0,0,0,2012
914,0,0,113,2,0,0,0,0,0,0,2011
915,0,0,113,1,0,0,0,0,0,0,2010
916,0,0,113,0,0,0,0,0,0,0,2009
917,0,0,113,1,0,0,0,0,1,0,2008
918,0,0,113,0,0,0,0,0,0,0,2007
919,0,0,113,0,0,0,0,0,0,0,2006
920,0,0,114,1,0,0,0,0,0,0,2015
921,0,0,114,0,0,0,0,0,1,0,2014
922,0,0,114,0,0,0,0,0,2,0,2013
923,0,0,114,1,0,0,0,0,0,0,2012
924,0,0,114,1,0,0,0,0,3,0,2011
925,0,0,114,1,0,0,0,0,0,0,2010
926,0,0,114,3,0,0,0,0,0,0,2009
927,0,0,114,0,0,0,5,0,0,0,2008
928,0,0,114,0,0,0,0,0,0,0,2007
929,0,1,114,2,0,0,0,0,0,0,2006
930,0,0,117,0,0,0,0,0,0,0,2015
931,0,0,117,1,0,0,0,0,0,0,2014
932,0,0,117,0,0,0,0,0,0,0,2013
933,0,0,117,0,0,0,0,0,0,0,2012
934,0,0,117,0,0,0,1,0,0,0,2011
935,0,0,117,0,0,0,0,0,0,0,2010
936,0,0,117,0,0,0,0,0,0,0,2009
937,0,0,117,0,0,0,0,0,0,0,2008
938,0,0,117,0,0,0,0,0,0,0,2007
939,0,0,117,0,0,0,0,0,0,0,2006
940,0,0,122,1,0,0,1,0,0,0,2015
941,0,0,122,1,0,0,0,0,5,0,2014
942,0,0,122,0,0,0,0,0,1,0,2013
943,0,0,122,0,0,0,0,0,0,0,2012
944,0,0,122,0,0,0,2,0,0,0,2011
945,0,0,122,2,2,0,1,0,4,0,2010
946,0,0,122,1,0,0,0,0,0,0,2009
947,0,0,122,0,0,0,0,0,1,0,2008
948,0,0,122,1,0,0,0,0,0,0,2007
949,0,0,122,0,0,0,0,0,1,0,2006
950,0,0,125,1,0,0,0,0,0,0,2015
951,0,0,125,1,1,0,0,0,0,0,2014
952,0,0,125,0,0,0,3,0,0,0,2013
953,0,0,125,1,4,0,2,0,0,0,2012
954,0,0,125,0,0,0,1,0,0,0,2011
955,0,0,125,0,0,0,0,0,0,0,2010
956,0,0,125,0,0,0,0,0,0,0,2009
957,0,0,125,0,0,0,0,0,0,0,2008
958,0,0,125,0,0,0,0,0,0,0,2007
959,0,1,125,3,0,0,0,0,0,0,2006
960,0,0,126,0,0,0,0,0,0,0,2015
961,0,0,126,2,0,0,0,0,0,0,2014
962,0,0,126,0,1,0,0,0,0,0,2013
963,0,0,126,0,0,0,1,0,0,0,2012
964,0,3,126,3,0,0,0,0,3,0,2011
965,0,0,126,3,1,0,2,0,0,0,2010
966,0,0,126,0,0,0,0,0,0,0,2009
967,0,0,126,1,0,0,0,0,1,0,2008
968,0,0,126,2,0,0,2,0,0,0,2007
969,0,0,126,3,0,0,0,0,1,0,2006
970,0,0,129,1,0,0,4,0,0,0,2015
971,0,0,129,3,0,0,2,0,2,0,2014
972,0,0,129,1,0,0,3,0,1,0,2013
973,0,0,129,0,0,0,0,0,0,0,2012
974,0,0,129,0,0,0,0,0,0,0,2011
975,0,0,129,1,0,0,0,0,0,0,2010
976,0,0,129,1,0,0,2,0,4,0,2009
977,0,0,129,0,0,0,0,0,0,0,2008
978,0,0,129,1,0,0,0,0,3,0,2007
979,0,0,129,0,0,0,3,0,2,0,2006
980,0,0,135,1,0,0,0,0,0,0,2015
981,0,0,135,0,0,0,0,0,0,0,2014
982,0,0,135,0,0,0,0,0,0,0,2013
983,0,0,135,2,0,0,0,0,0,0,2012
984,0,0,135,0,0,0,0,0,4,0,2011
985,0,0,135,0,0,0,0,0,0,0,2010
986,0,0,135,0,0,0,0,0,0,0,2009
987,0,0,135,1,0,0,0,0,0,0,2008
988,0,0,135,0,0,0,0,0,1,0,2007
989,0,0,135,0,0,0,0,0,0,0,2006
990,0,0,136,0,0,0,0,0,0,0,2015
991,0,0,136,2,0,0,0,0,1,0,2014
992,0,0,136,0,0,0,0,0,0,0,2013
993,0,0,136,2,0,0,0,0,4,0,2012
994,0,0,136,0,0,0,0,0,0,0,2011
995,0,0,136,2,0,0,0,0,0,0,2010
996,0,0,136,0,0,0,0,0,0,0,2009
997,0,0,136,1,0,0,0,0,0,0,2008
998,0,0,136,0,0,0,1,0,0,0,2007
999,0,0,136,1,0,0,0,0,0,0,2006
1000,0,0,137,0,0,0,1,0,0,0,2015
1001,0,0,137,0,0,0,1,0,7,0,2014
1002,0,0,137,0,0,0,0,0,1,0,2013
1003,0,0,137,0,0,0,1,0,1,0,2012
1004,0,0,137,0,0,0,2,0,0,0,2011
1005,0,0,137,0,0,0,0,0,3,0,2010
1006,0,0,137,1,0,0,0,0,0,0,2009
1007,0,0,137,1,0,0,0,0,4,0,2008
1008,0,3,137,2,0,0,0,0,0,0,2007
1009,0,0,137,0,0,0,0,0,0,0,2006
1010,0,0,141,1,4,0,1,0,0,0,2015
1011,0,0,141,0,0,0,0,0,0,0,2014
1012,0,0,141,1,0,0,0,0,0,0,2013
1013,0,0,141,1,0,0,0,0,2,0,2012
1014,0,0,141,2,0,0,1,0,0,0,2011
1015,0,0,141,0,0,0,0,0,0,0,2010
1016,0,0,141,0,0,0,0,0,1,0,2009
1017,0,0,141,0,0,0,2,0,0,0,2008
1018,0,0,141,1,0,0,0,0,0,0,2007
1019,0,0,141,0,0,0,0,0,0,0,2006
1020,0,0,144,1,0,0,1,0,0,0,2015
1021,0,0,144,1,0,0,0,0,0,0,2014
1022,0,0,144,2,0,0,1,0,0,0,2013
1023,0,0,144,0,0,0,0,0,0,0,2012
1024,0,0,144,1,0,0,0,0,0,0,2011
1025,0,0,144,0,0,0,0,0,0,0,2010
1026,0,0,144,0,0,0,0,0,0,0,2009
1027,0,0,144,0,0,0,0,0,0,0,2008
1028,0,0,144,0,0,0,0,0,0,0,2007
1029,0,0,144,0,0,0,0,0,0,0,2006
1030,0,0,146,2,0,0,0,0,8,0,2015
1031,0,0,146,4,0,0,0,0,0,0,2014
1032,0,0,146,0,0,0,0,0,0,0,2013
1033,0,0,146,0,0,0,1,0,0,0,2012
1034,0,0,146,0,0,0,0,0,0,0,2011
1035,0,0,146,3,0,0,0,0,1,0,2010
1036,0,0,146,0,0,0,1,0,1,0,2009
1037,0,0,146,0,0,0,0,0,0,0,2008
1038,0,0,146,2,0,0,1,0,0,0,2007
1039,0,0,146,1,0,0,0,0,2,0,2006
1040,0,0,148,1,0,0,1,0,0,0,2015
1041,0,0,148,0,0,0,1,0,0,0,2014
1042,0,0,148,0,0,0,0,0,1,0,2013
1043,0,1,148,0,0,0,0,0,3,0,2012
1044,0,0,148,1,0,0,0,0,0,0,2011
1045,0,0,148,0,0,0,0,0,0,0,2010
1046,0,0,148,0,0,0,0,0,2,0,2009
1047,0,0,148,0,0,0,0,0,0,0,2008
1048,0,0,148,0,0,0,0,0,0,0,2007
1049,0,0,148,0,0,0,0,0,0,0,2006
1050,0,0,150,1,0,0,0,0,0,0,2015
1051,0,0,150,2,0,0,0,0,0,0,2014
1052,0,0,150,0,0,0,0,0,0,0,2013
1053,0,0,150,0,0,0,0,0,0,0,2012
1054,0,0,150,0,0,0,0,0,0,0,2011
1055,0,0,150,0,0,0,0,0,0,0,2010
1056,0,0,150,1,0,0,0,0,0,0,2009
1057,0,0,150,0,0,0,0,0,0,0,2008
1058,0,0,150,0,0,0,0,0,0,0,2007
1059,0,0,150,0,0,0,0,0,0,0,2006
1060,0,0,151,0,0,0,0,0,0,0,2015
1061,0,0,151,0,0,0,0,0,0,0,2014
1062,0,0,151,0,0,0,0,0,0,0,2013
1063,0,0,151,3,0,0,3,0,0,0,2012
1064,0,0,151,0,0,0,0,0,0,0,2011
1065,0,0,151,0,0,0,0,0,0,0,2010
1066,0,0,151,0,0,0,1,0,0,0,2009
1067,0,0,151,0,0,0,0,0,0,0,2008
1068,0,0,151,0,0,0,0,0,0,0,2007
1069,0,0,151,0,0,0,0,0,0,0,2006
1070,0,0,155,4,0,0,2,0,1,0,2015
1071,0,0,155,2,0,0,3,0,0,0,2014
1072,0,0,155,2,0,0,1,0,0,0,2013
1073,0,0,155,2,0,0,1,0,0,0,2012
1074,0,0,155,3,0,0,4,0,0,0,2011
1075,0,0,155,2,0,0,4,0,0,0,2010
1076,0,0,155,2,0,0,4,0,1,0,2009
1077,0,0,155,2,0,0,0,0,1,0,2008
1078,0,0,155,2,0,0,0,0,1,0,2007
1079,0,0,155,0,0,0,0,0,5,0,2006
1080,0,0,157,0,0,0,0,0,0,0,2015
1081,0,0,157,0,0,0,0,0,0,0,2014
1082,0,0,157,0,0,0,0,0,0,0,2013
1083,0,0,157,1,0,0,0,0,0,0,2012
1084,0,0,157,0,0,0,0,0,0,0,2011
1085,0,0,157,1,0,0,0,0,0,0,2010
1086,0,0,157,0,0,0,0,0,0,0,2009
1087,0,0,157,0,0,0,0,0,2,0,2008
1088,0,0,157,0,0,0,0,0,0,0,2007
1089,0,0,157,0,0,1,0,0,0,0,2006
1090,0,0,159,0,0,0,2,0,0,0,2015
1091,0,0,159,0,0,0,0,0,0,0,2014
1092,0,0,159,0,0,0,0,0,0,0,2013
1093,0,0,159,1,0,0,0,0,0,0,2012
1094,0,0,159,0,0,0,0,0,0,0,2011
1095,0,0,159,1,0,0,0,0,0,0,2010
1096,0,0,159,1,0,0,0,0,0,0,2009
1097,0,0,159,1,0,0,0,0,0,0,2008
1098,0,0,159,1,0,0,0,0,0,0,2007
1099,0,0,159,0,0,0,0,0,0,0,2006
1100,0,5,101,43,6,0,42,0,60,0,2015
